Username,Summary,Userhistory,label
ItsMssS,sad,"Maar gelukkig storten wij al onze euri in het al decennia falende Zuid Europa.This is very sad. As it is predicted this virus will last a couple of years: people can prevent themseDie te kleine groep deskundigen , dat is t RIVM. En die neemt de info van de WHO ovAgree, except for the vaccine. Normaly I m pro vaccination, but with all the wrong advice the WHO has giDuitsland doet wel onderzoek en surprise, surprise: de cijfers die dan naar voren komen zijn geruststellend.",0
TheDubeyAnand,sad,"didi block kyun kiya isko?Sad thing is that in the above tweets still you had to write that you're a secular and you'll do it wYeh toh sachhai hai bhai saab, Engineering li hai toh yeh toh hona hi tha...Ab publicly aur kya hi",0
Tom__Harkness,sad,"I think right now because the MSM narrative is that BerniThis is a very thorough article written byYeah just on so many levels he is not the right guy for tIt's a sad state of affairs, I'm from Australia and evenObama said 'you don't have to do this joe' to him multipl",0
pinkberryalt,sad,"Im doing the thing Ive on my other account, but yall can offer sujestiona also. Ill posted it here and there prI know Im not very active, but its always a bit sad when you see ppl you liked have unfollowed you :/",0
arivana_,sad,idk if your gonna see this but i love you are so gorgeous not just bc of your looks but bc of youri love you,0
gl1tt3rk1tt3n,sad,I wanna smoke but Im too tired to pack my own bowl Im sadImagine thinking Apple Music is comparable to SpotifyThe things I would do for a giant soft pretzel rn...,0
kaizokuarty,sad,"Basically, Im more scared of real people than I am of pinhead or leatherfaceWhy are we so fascinated by these things? Fear is an evolutionary response. Fear kept us alive for so long. So whyOn the other hand, watching true crime shows makes me wonder how people end up like that. Some of these fools are sI find comfort in the macabre. Not like I dont get spooked but that feeling of fear and uncertainty is so cool toI dont complain. I hate complaining. You can change anything you want. Its all on u. I may react to things Im a",1
AmberFo25867322,sad,"and I fear to be idle, so we have been over all the diaries",0
TBurks0123,sad,No,0
blckpinkOT4,sad,Isn't it the best payback for your hardwork?,0
branberrybites,sad,"as one of the marginalized ppl (trans, bi, Jewish, low income, non-abled) being invoked to bash thIm aspec (it was a lot more noticeable when I was younger but definitely still impacts me today) and yeah this morI am a serious and dignified individual",0
kimdoogle,sad,Were all in this shitty boat together.Yay! Hope youre doing okay with all the added extra pandemic anxiety.,0
_FPLKings,sad,"By allowing them to move on to third level education as normal in September and stopping theGood article here on why August wont work...Jamming 70+ students into a room for 3 straights weeks wholl be breathing, sweating and coughing onIts the best solution... Jamming 70+ students into a room for 3 straights weeks wholl be breathing, sweati",0
floydian_sleep,sad,"Most of the people who lie, do so because they fear being taken to unhygienic and dilapidated isolation wards. OthePeople should also be made aware of the fact that they are safe to tell the truth and they won't be taken into custThere can be atleast two simple steps taken to counter some of these questions where people could possibly lie. EacThe person mentioned can't really ask us for proof for our travel history. So they have to rely on our informationThe person who comes to enquire asks some basic questions like do we have any travel history, do we have any sympto",0
aditimurti,sad,"Who's gonna teach a bitch how to fear some chicken cheese momos?r/im14andthisisdeep but truly horrified to discover quite viscerally that recovery from addiction is merely constanidk bros, my estimate is more irritation/exhaustion than that whole ooh divine intervention now I will be on the straight path forever.Imagine you're an alcoholic, ready to give up and submit to booze again, but all you have in your immediate vicinitWhat does it feel like to be absolutely ready to casually flush away seven whole years of recovery but then failing",0
kiddle,sad,Was anyone positive?We were there were quite awhile ago.FIX FUNDING FOR THE USPS NOW!,0
blankuhhhh,sad,used to,0
mooglespeak,sad,sorry but ffxiv really helped with my severe anxiety. no mmo has ever done that for me and i truly feel a lot morethank you for this meal .i want to take a bite of itespecially melee. i am a melee main in every game i've ever played. please torture me.i'm the resident dps main please hire me to laugh at me and have me slap things. that's all i live for.,0
BadAssR2,sad,Had to re watch it just to make sure lolThis is fucking sad. Sorry ass dadI been saying obviously for everything for like a two weeks now. Since I seen platform lol fuck,1
omi_yang,sad,this is so sadno.get crazy get wild lets party get loud if ya wna have fun then do somethin craaazy,0
littlereyankun,sad,Play Valorant like the cool kidsI fear for your mentality and humanityI find that listening to music based of your mood removes a weight from your shoulders..it ends up motiv,0
quackitwo,sad,"i watched alexs stteam for the first time in a while and wow it was just sad. :/schlatt is the highest, hm interestingthank uimagine all the quackity stans in the same room..u r so cute omg",0
imabdulhaye,sad,He is also B&amp,0
cncobazzi,sad,Im so sad. I was hoping to try out for play production my school but now I cant bc of the virusI stg theyre THE best dancers And they always be dancing to CNCOJesus sandalsHe saidHappy birthday,1
ati_twt,sad,You paved the way,0
RockieSazza,sad,"I am so sorry to hear of your loss, such a terribly sad time. Thinking of you at this devastating timeGood morningYou alright?",0
zillgitt,sad,Cant wait to read your newest book,0
CorySkweres,sad,Omigod. My first comment was before watching this. When I actually watched it just left me speechlesYeah lets just use fear tactics to use it as a way to push your agenda. WtfHe died from complications of emphysema dumb ass. That shit came first. God youre dumb.Thats flawed logic if I ever heard it. Seriously. The dumbest thing Ive heard.Shit why dont more people get the flu vaccine? So you mean to tell us if we did,0
Mark_my_Words74,sad,For the record. I was all in on . A fire rages in her soul only the tears of thYou wanna lose a senate seat? Thats how you lose a senate seat. Charlie Baker is a RepCross-checking! More like boss-checkingHeres a hot take. The are a very good hockey team,0
basicceci,sad,NETFLIX IS WINNING!Men.late night tings: what should I do?,0
CarlMinzner,sad,"Those who want to pontificate about China's ""grand strategy"" or predict how the coronavirus crisis will inevitablyFor local authorities seeking an anti-virus strategy, this is how Wuhan crushed its epidemic.For U.S., suggest re",0
krystalalexiss,sad,My anxiety just got so bad out of no where :/ I think its time for bed :/My gf is taking too long to text back I am going to fall asleep,1
HexaFlex596,sad,"You Got One Of Them Still Riding On Civil Wrights, Like This Is A Modern Day Movement, &amp; Segregation Is In Play, WiConsider The Deal You Would Get If They Were Finally Out Of The Way, &amp; Out Of Power. There Stinking Up Congress.Have No Fear, The Democratic Party Days Of Blocking Things, Are Comming To A Quick Close. There Not Benefiting TheNow What's A Joe Biden Again?I Can't Seem To Recall. Perhaps A New Bengay Treatment For The Elderly.Just For Shits &amp; Grins.......lol!",0
DFernandesSmith,sad,This is heartbreaking,1
besswtm,sad,if you ugly you have to always be dressed and smell goodget a person right where you want them and then dont even wanna fw them its sad,1
raskoInikow,sad,"IM WHEEZING,,this bit from bungou reservoir dogs. this is my favourite thing in the world.",0
khmltnphoto,sad,my ipad died mid-creating and i am sad because i was on such a roll with it and i was so proud of ituhhh are you comfy?ive broken so many fishing rods catching fucking eggsily wowWhy does he always look confused?,1
EleniBrandis,sad,"I miss my mama so much. I try not to think about it too much because I dont want to get sad. But I wish I was home.Lord, these people are going to b*rn in the hottest part of hell !!!!",1
LotteLeicht1,sad,"new citizenship law &amp; policies have spurred violence against Muslims. The govt's discriminatory policies's new citizenship law, together with a planned nationwide verification process to identify illegal migrants",0
_kmdoyeon,sad,"..babe thats not scary shshhsThank you for the reminder hyung. I guess i need to talk, to let it out often heheYou have a good life motto here Dojin sshi. And welcome to SoftiesHHello Julie its okay to reply late hahaha first of all, what is your fav genre? I will recommend some of anime baseHes so cute hahhaa why you guys didnt help him?!",0
1covfefe420,sad,Subtract the average 46k flu deaths from the total Wuhan deaths. 3k per day die from TB globally. Why isnt the Pre,0
KellyannNavarre,sad,My whole life I have been considered unusual. Maybe Im too angry or too outspoken or too hurt or too sensitive oOmg,1
Simplenewsuk,sad,"Boris called Carrie Symonds the moment he was given his phone backKesha so sad as shes forced to cancel UK tour due to coronavirus pandemicAsian hornet invasion set to cost UK 7,600,000 a year and devastate bee populationCoronavirus UK LIVE: Brits urged to stay at home over Easter weekend as Boris Johnson fights virus in hospitalBoris Johnson&amp;apos father Stanley speaks of &amp;apos;relief&amp;apos; and warns Britons to take coronavirus seriously as",0
painstan0,sad,!!! Im hesitant af like me cutting my own hair dont sit right with me lolHelp,0
owiiiji,sad,"binge watching ""dirt""omfg ang pogi ni taylertayler contents!!tayler ftw",0
Janessa_Mariee,sad,I just got sad all of sudden.,1
_YouMadiBro_,sad,how do i stop thinkingyall really fight over politics as if youre gonna change the other persons mind? seems like a huge waste of energy to mei think the hardest person to love is yourself,0
420TAElL,sad,AWEEEEEEEEEk im bored and sad goodnighthis shirt godHES SO CUTEbut i take this ty,0
rvndyovo,sad,"1,4, &amp; 5!! Shawty came from Mexico, she know she got the sweet stuff*^!",0
HombradoPaula,sad,Hayup ka hahahahaHappy birthday sa best friend kong marupok yiee hahaha gotcha always mwua i love you!!!,0
bigguccijosh1,sad,Sad nightsOn a lite day I keep me a honey bun,0
Ibrahee46809623,sad,I would want to see your face when they do return,0
Paula312jane,sad,I never thought I'd be sad about NOT going to the OOooooornetsWhen your phone calender tells you your going somewhere today and the reality is completely different Please stay,1
michellemerkl20,sad,"Amen, it's so sad that if you want to state something out of the BibRightAcosta is a scum and to be fair most reporters are so unfair against President Trump, obumRightJust shows you how they justify stealing our money for themselves",1
